#Phys. Rev. B 76  161103(R) (2007) 
11.6284 0.0621413
11.6956 0.198027
11.7548 0.412014
11.7982 0.723684
11.8416 1.05486
11.885 1.48357
11.9165 1.81486
11.9283 2.10733
11.9401 2.32178
11.9559 2.49718
11.9637 2.88722
11.9754 3.23821
11.9793 3.62829
11.9831 4.01837
11.9832 3.82331
11.9869 4.54499
11.9944 6.22242
11.9945 6.02736
11.9946 5.63724
11.9981 7.39274
11.9982 7.00262
11.9982 6.80756
11.9983 6.6125
12.0017 8.56305
12.0017 8.36799
12.0018 8.17293
12.0019 7.97788
12.002 7.58776
12.0053 9.92843
12.0054 9.53831
12.0054 9.34325
12.0055 9.14819
12.0056 8.75807
12.009 10.7086
12.0091 10.5136
12.0092 10.1234
12.0128 11.5864
12.0129 10.9036
12.0166 11.9764
12.0167 11.7814
12.0205 12.3665
12.0243 12.9516
12.0243 12.7566
12.0244 12.5615
12.0281 13.3417
12.0282 13.1467
12.032 13.7318
12.0357 14.473
12.0358 14.1219
12.0359 13.9268
12.0438 13.7902
12.0479 13.4001
12.0479 13.205
12.0519 13.0099
12.052 12.8148
12.0522 11.9956
12.056 12.4247
12.0643 11.0592
12.0683 10.669
12.0684 10.474
12.0685 10.0839
12.0725 9.88876
12.0726 9.49864
12.0726 9.30358
12.0767 9.10849
12.0769 8.23072
12.085 7.56744
12.089 7.17729
12.0891 6.98223
12.0931 6.59207
12.0932 6.39701
12.0972 6.00685
12.1054 5.10951
12.1094 4.91441
12.1134 4.52425
12.1174 4.32915
12.1255 3.7439
12.1295 3.5488
12.1335 3.3537
12.1375 3.15861
12.1415 2.96351
12.1495 2.49529
12.157 4.17272
12.1571 3.97766
12.1608 4.95292
12.1608 4.75786
12.1609 4.5628
12.1645 5.73312
12.1645 5.53806
12.1646 5.343
12.1647 5.14794
12.1682 6.51331
12.1683 6.31825
12.1684 5.92814
12.1719 7.48857
12.172 7.29351
12.1721 6.90339
12.1721 6.70833
12.1757 8.26877
12.1758 7.87865
12.1758 7.68359
12.1794 9.04897
12.1795 8.85391
12.1796 8.46379
12.1831 9.98521
12.1833 9.43904
12.1868 11.2726
12.1869 10.8239
12.1945 11.7796
12.1946 11.5846
12.1984 12.1697
12.2022 12.5598
12.2023 12.3647
12.2059 13.4375
12.2141 12.6767
12.2181 12.2866
12.2182 12.0915
12.2222 11.7013
12.2264 10.7455
12.2345 10.2578
12.2385 10.0627
12.2425 9.67254
12.2427 8.83378
12.2466 9.22386
12.2546 8.77515
12.2547 8.44355
12.2587 8.24845
12.2628 7.8583
12.2628 7.66324
12.2668 7.46814
12.2708 7.27304
12.2709 7.07798
12.2749 6.88288
12.275 6.43425
12.283 6.1806
12.287 5.9855
12.291 5.59534
12.2911 5.40028
12.2951 5.20518
12.2952 4.67853
12.3191 3.85905
12.339 3.44923
12.3588 3.29299
12.4103 2.98039
12.4262 2.74617
12.45 2.23878
12.4699 1.90699
12.4937 1.51664
12.5214 1.22378
12.5373 0.892029
12.5611 0.755256
12.573 0.540576
12.6007 0.403764
12.6402 0.286344
12.6679 0.149532
12.7035 0.0711618
12.7668 0.0510392
12.8142 0.1286
12.8497 0.245289
12.8932 0.322888
12.9248 0.400603
12.9722 0.49767
13.0078 0.575347
13.0591 0.594352
13.1145 0.593812
13.1896 0.59308
13.2409 0.63159
13.2805 0.611699
13.32 0.708843
13.3634 0.805948
13.4148 0.961494
13.4582 1.07811
13.4819 1.35096
13.4976 1.76043
13.5093 2.03339
13.5211 2.4234
13.5289 2.6769
13.5685 2.44244
13.5884 2.14966
13.6043 1.72037
13.6281 1.2325
13.6598 0.998116
13.6796 0.744347
13.7034 0.705104
13.7231 0.997499
13.7507 1.25081
13.7664 1.42621
13.802 1.26981
13.8219 1.03555
13.8298 0.859917
13.8575 0.742612
13.901 0.878729
13.9128 1.07367
13.9325 1.21002
13.9523 1.09279
13.976 0.917009
14.0077 0.858183
14.0393 0.994416
14.0748 1.07209
14.0867 1.11099
14.1183 1.11068
14.1459 1.16893
14.1776 1.1101
14.1973 1.0709
14.2487 1.0704
14.3199 1.14773
14.3673 1.10825
14.4345 1.1076
14.474 1.10721
